,property_config,city,bin,bedroom_1,bedroom_2,bedroom_3,wall_a,wall_b,wall_c
241,3 BHK,Chennai,2,3.2,6.2,6.1,7.619999999999999,6.0200000000000005,9.170891089108911
242,3 BHK,Chennai,3,6.714285714285714,10.044444444444444,9.70111111111111,11.407142857142858,10.50090909090909,5.1
243,3 BHK,Chennai,4,7.6499999999999995,8.1925,7.87,10.643571428571429,10.331538461538461,9.149999999999999
244,3 BHK,Chennai,1,6.683193069306931,8.111115044247788,8.138206278026907,9.445239852398524,8.862295514511873,9.170891089108911
245,3 BHK,Chennai,2,3.2,6.2,6.1,7.619999999999999,6.0200000000000005,9.170891089108911
246,3 BHK,Chennai,3,6.714285714285714,10.044444444444444,9.70111111111111,11.407142857142858,10.50090909090909,5.1
247,3 BHK,Chennai,4,7.6499999999999995,8.1925,7.87,10.643571428571429,10.331538461538461,9.149999999999999
248,3 BHK,Chennai,1,6.683193069306931,8.111115044247788,8.138206278026907,9.445239852398524,8.862295514511873,9.170891089108911
249,3 BHK,Chennai,2,3.2,6.2,6.1,7.619999999999999,6.0200000000000005,9.170891089108911
250,3 BHK,Chennai,3,6.714285714285714,10.044444444444444,9.70111111111111,11.407142857142858,10.50090909090909,5.1
251,3 BHK,Chennai,4,7.6499999999999995,8.1925,7.87,10.643571428571429,10.331538461538461,9.149999999999999
252,3 BHK,Chennai,1,6.683193069306931,8.111115044247788,8.138206278026907,9.445239852398524,8.862295514511873,9.170891089108911
253,3 BHK,Chennai,2,3.2,6.2,6.1,7.619999999999999,6.0200000000000005,9.170891089108911
